seed,n,p,delta,smoothness,sensitivity,test_size,epsilon,method,level,multiplier,grad_sd,nmse,support
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.00578864377856448,0.9119226542379842,5
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.00578864377856448,0.9130667972798463,5
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.00578864377856448,0.8619394468782382,20
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.00578864377856448,0.9164959111454641,20
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.00578864377856448,0.8476795610047972,50
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.00578864377856448,0.9348891720183664,50
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.00578864377856448,0.8457396730017269,100
8704,100000,105,3.162277660168376e-05,0.3281023665180788,4e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.00578864377856448,0.9930376519108695,100
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9082828093608526,5
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8552685060394226,20
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8429195236545639,50
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8416128967461282,76
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,,Non-private proximal,,,,0.8574993449293254,24
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,,Constant predictor,,,,1.0432413089086299,0
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.0030766927563711287,0.9038335822860052,5
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.0030766927563711287,0.910139727492762,5
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.0030766927563711287,0.8577073724141168,20
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.0030766927563711287,0.8741804153015524,20
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.0030766927563711287,0.8446162324728367,50
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.0030766927563711287,0.8801951563770236,50
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.0030766927563711287,0.8428511782811312,97
8704,200000,105,1.4752546926684579e-05,0.3279093174362688,2e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.0030766927563711287,0.9165226353211536,100
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9087796548637133,5
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8557926365998864,20
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8449560284974129,50
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.844518266090852,65
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,,Non-private proximal,,,,0.9048792013425642,7
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,,Constant predictor,,,,1.0428981555720378,0
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.02023399877137123,0.9345665296042736,5
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Cai et al. DP-IHT,5.0,,0.02023399877137123,1.0626801787170645,5
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.02023399877137123,0.8857441324124076,20
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Cai et al. DP-IHT,20.0,,0.02023399877137123,1.0224451392377922,20
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.02023399877137123,0.8919601477579225,50
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Cai et al. DP-IHT,50.0,,0.02023399877137123,0.9727259231193702,50
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.02023399877137123,0.8773885857802615,98
8705,25000,105,0.00014530012585117148,0.32780439901059033,0.00016,20000,0.95,Cai et al. DP-IHT,100.0,,0.02023399877137123,1.0219153770630582,100
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9087276644338169,5
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8554685559665952,20
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.843924412166829,50
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8430915241775705,73
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,,Non-private proximal,,,,0.8798633192623361,9
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,,Constant predictor,,,,1.0429107479451523,0
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.01084739331264455,0.9042737544240178,5
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.01084739331264455,0.9653826135576262,5
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.01084739331264455,0.8690015109247567,20
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.01084739331264455,0.9612660256797173,20
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.01084739331264455,0.8597738781530957,50
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.01084739331264455,1.0370294861340073,50
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.01084739331264455,0.8585884426990769,100
8705,50000,105,6.778490554679657e-05,0.32751402031382704,8e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.01084739331264455,0.9899864052471138,100
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9084819758600451,5
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8556101435442597,20
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8435704034474265,50
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8424531662371112,75
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,,Non-private proximal,,,,0.8675292368366732,17
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,,Constant predictor,,,,1.0429336990060238,0
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.00578864377856448,0.909761514194323,5
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.00578864377856448,0.9192345715203465,5
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.00578864377856448,0.8588955584932962,20
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.00578864377856448,0.9049975825439949,20
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.00578864377856448,0.8485156617905077,50
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.00578864377856448,0.9211035105627255,50
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.00578864377856448,0.847735135463789,100
8705,100000,105,3.162277660168376e-05,0.3280453456663753,4e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.00578864377856448,0.984829830034368,100
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9084735129483603,5
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8551424669689243,20
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8433339498234835,50
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8420638860889601,78
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,,Non-private proximal,,,,0.8573216438135134,24
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,,Constant predictor,,,,1.0429352317014242,0
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.0030766927563711287,0.9087421852149014,5
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.0030766927563711287,0.9034528351502729,5
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.0030766927563711287,0.858103473704433,20
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.0030766927563711287,0.8734047586360221,20
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.0030766927563711287,0.8455237819253183,50
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.0030766927563711287,0.8847249362001206,50
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.0030766927563711287,0.8433090537183668,100
8705,200000,105,1.4752546926684579e-05,0.32783277833715707,2e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.0030766927563711287,0.9142382599588321,100
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9048731559134983,5
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8579828546619643,20
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8469232056714471,50
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8465876710169048,62
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,,Non-private proximal,,,,0.903864573082223,7
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,,Constant predictor,,,,1.0443159221084017,0
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.02023399877137123,0.9410374599532647,5
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Cai et al. DP-IHT,5.0,,0.02023399877137123,1.0345717760222362,5
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.02023399877137123,0.9036057462632868,20
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Cai et al. DP-IHT,20.0,,0.02023399877137123,1.0735317816705656,20
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.02023399877137123,0.8935410620188544,50
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Cai et al. DP-IHT,50.0,,0.02023399877137123,1.046226477158175,50
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.02023399877137123,0.8949505401344315,100
8706,25000,105,0.00014530012585117148,0.32930585275317004,0.00016,20000,0.95,Cai et al. DP-IHT,100.0,,0.02023399877137123,1.1325910825000836,100
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9049419682151006,5
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8579145431153347,20
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8465926535387571,50
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8457944644612475,74
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,,Non-private proximal,,,,0.880579481092564,10
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,,Constant predictor,,,,1.0443166183451897,0
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.01084739331264455,0.9109679719375647,5
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.01084739331264455,0.9445975881544285,5
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.01084739331264455,0.8724376526315919,20
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.01084739331264455,0.9579289002986742,20
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.01084739331264455,0.8597328199315285,50
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.01084739331264455,0.9987914396456963,50
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.01084739331264455,0.860948211324761,100
8706,50000,105,6.778490554679657e-05,0.32819336795446813,8e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.01084739331264455,0.998042237305302,100
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9096539826445416,5
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8579424734751337,20
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8463919121590563,50
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.845337664184259,76
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,,Non-private proximal,,,,0.8700088597147885,17
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,,Constant predictor,,,,1.044315252046806,0
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.00578864377856448,0.9077103069666053,5
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.00578864377856448,0.9165716394071384,5
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.00578864377856448,0.8633803330844426,20
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.00578864377856448,0.902834425472907,20
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.00578864377856448,0.8501599294266647,50
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.00578864377856448,0.9492052414182022,50
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.00578864377856448,0.8485356741961767,100
8706,100000,105,3.162277660168376e-05,0.32791480448632077,4e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.00578864377856448,0.981724015279834,100
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9096413645460107,5
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8581055412820529,20
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8462711792090084,50
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8450753888189984,78
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,,Non-private proximal,,,,0.8595000282136693,24
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,,Constant predictor,,,,1.0443146909363168,0
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.0030766927563711287,0.9122773395741818,5
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.0030766927563711287,0.9181274192089608,5
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.0030766927563711287,0.8597836207457084,20
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.0030766927563711287,0.8765360462975899,20
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.0030766927563711287,0.8482203938464649,50
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.0030766927563711287,0.8784244063834915,50
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.0030766927563711287,0.8461356420151782,98
8706,200000,105,1.4752546926684579e-05,0.3279474767562045,2e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.0030766927563711287,0.9034763791008669,100
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9104312586307031,5
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8568145798382241,20
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8450340216340116,50
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8444875718177738,66
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,,Non-private proximal,,,,0.9123517057554594,6
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,,Constant predictor,,,,1.0433786876304068,0
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.02023399877137123,0.9123633020147625,5
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Cai et al. DP-IHT,5.0,,0.02023399877137123,1.0046664608241667,5
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.02023399877137123,0.8857323105500248,20
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Cai et al. DP-IHT,20.0,,0.02023399877137123,1.0781976468905834,20
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.02023399877137123,0.8904706708800607,50
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Cai et al. DP-IHT,50.0,,0.02023399877137123,1.049523116439988,50
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.02023399877137123,0.8832408541970905,100
8707,25000,105,0.00014530012585117148,0.3269913895593486,0.00016,20000,0.95,Cai et al. DP-IHT,100.0,,0.02023399877137123,1.0677793608629615,100
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.910108593756823,5
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8566668783094747,20
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.844298025530896,50
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.843471764740534,74
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,,Non-private proximal,,,,0.8814225296790577,9
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,,Constant predictor,,,,1.043373322844577,0
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.01084739331264455,0.9200319833111639,5
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.01084739331264455,0.9468885408599803,5
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.01084739331264455,0.8707235167746593,20
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.01084739331264455,0.9281284467362143,20
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.01084739331264455,0.8589626253718847,50
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.01084739331264455,0.9717908270934781,50
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.01084739331264455,0.8555068395904588,100
8707,50000,105,6.778490554679657e-05,0.3271213746595213,8e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.01084739331264455,1.056778577387831,100
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9100676452472191,5
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8563360654902329,20
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8439982093024148,50
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8428802318343978,74
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,,Non-private proximal,,,,0.8699495967498064,17
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,,Constant predictor,,,,1.043378684146762,0
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.00578864377856448,0.9124764695006182,5
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.00578864377856448,0.9175258435318859,5
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.00578864377856448,0.8583600401878764,20
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.00578864377856448,0.8976262719709777,20
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.00578864377856448,0.8505202281075251,50
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.00578864377856448,0.9129446016272443,50
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.00578864377856448,0.8457502076833551,99
8707,100000,105,3.162277660168376e-05,0.3273538296037767,4e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.00578864377856448,0.9239027645396001,100
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.910036071890362,5
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.85547186710568,20
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8437890061962571,50
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8425194918724468,78
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,,Non-private proximal,,,,0.8583948446433082,23
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,,Constant predictor,,,,1.0433785834476572,0
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.0030766927563711287,0.9132149300034339,5
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.0030766927563711287,0.9050583308838442,5
