seed,n,p,delta,smoothness,sensitivity,test_size,epsilon,method,level,multiplier,grad_sd,nmse,support
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.0030766927563711287,0.8575604402484387,20
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.0030766927563711287,0.8733861250512297,20
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.0030766927563711287,0.8447536842585899,50
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.0030766927563711287,0.8770104417530049,50
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.0030766927563711287,0.8436852308013121,99
8707,200000,105,1.4752546926684579e-05,0.327839374143497,2e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.0030766927563711287,0.9052835909318502,100
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9102959985906282,5
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8576044162887562,20
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8465758606784907,50
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8461102356088699,63
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,,Non-private proximal,,,,0.9079868968722336,7
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,,Constant predictor,,,,1.0436567008272368,0
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.02023399877137123,0.9111931559921651,5
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Cai et al. DP-IHT,5.0,,0.02023399877137123,0.95858373000698,5
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.02023399877137123,0.9179122065220562,20
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Cai et al. DP-IHT,20.0,,0.02023399877137123,1.0309354583790504,20
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.02023399877137123,0.8969500467345525,50
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Cai et al. DP-IHT,50.0,,0.02023399877137123,1.016394312232586,50
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.02023399877137123,0.8819270611402268,100
8708,25000,105,0.00014530012585117148,0.32736429022845476,0.00016,20000,0.95,Cai et al. DP-IHT,100.0,,0.02023399877137123,1.040213544082833,100
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9101861133696618,5
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8572733692164077,20
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8458598107558521,50
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8449636655649057,74
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,,Non-private proximal,,,,0.8818661389705038,9
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,,Constant predictor,,,,1.0436941294877076,0
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.01084739331264455,0.912343534841591,5
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.01084739331264455,0.9490986576951995,5
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.01084739331264455,0.8737606764173854,20
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.01084739331264455,0.9558205370161805,20
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.01084739331264455,0.8618092683369638,50
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.01084739331264455,1.0004783669156818,50
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.01084739331264455,0.8631782930091364,100
8708,50000,105,6.778490554679657e-05,0.32704745813269803,8e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.01084739331264455,1.0018098289265827,100
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9101914572009434,5
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8571409286828785,20
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8454604459263374,50
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8443534321359167,78
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,,Non-private proximal,,,,0.8694359973679331,17
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,,Constant predictor,,,,1.0437187673629922,0
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.00578864377856448,0.9041086005695078,5
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.00578864377856448,0.9118298166957614,5
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.00578864377856448,0.862149873303307,20
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.00578864377856448,0.8981033924384402,20
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.00578864377856448,0.8504127128379079,50
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.00578864377856448,0.9229200566167406,50
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.00578864377856448,0.8489651898158679,100
8708,100000,105,3.162277660168376e-05,0.32812159983222233,4e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.00578864377856448,0.9716849012836767,100
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,,"Non-private, same procedure",5.0,0.1,0.0,0.9104415730267267,5
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,,"Non-private, same procedure",20.0,0.1,0.0,0.8571539819155697,20
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,,"Non-private, same procedure",50.0,0.1,0.0,0.8453069043038657,50
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,,"Non-private, same procedure",100.0,0.1,0.0,0.8440452243946222,79
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,,Non-private proximal,,,,0.8593132762244889,23
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,,Constant predictor,,,,1.0437346529256633,0
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),5.0,0.1,0.0030766927563711287,0.9039826192860179,5
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Cai et al. DP-IHT,5.0,,0.0030766927563711287,0.9047426148383525,5
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),20.0,0.1,0.0030766927563711287,0.8591060755882834,20
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Cai et al. DP-IHT,20.0,,0.0030766927563711287,0.8683937767791047,20
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),50.0,0.1,0.0030766927563711287,0.8463461200739546,50
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Cai et al. DP-IHT,50.0,,0.0030766927563711287,0.8767469071529439,50
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Thresholded Central-DP Lasso (ours),100.0,0.1,0.0030766927563711287,0.8448246419832853,98
8708,200000,105,1.4752546926684579e-05,0.32769669372999005,2e-05,20000,0.95,Cai et al. DP-IHT,100.0,,0.0030766927563711287,0.9091942260281987,100
