seed,n,p,s_star,epsilon,delta,grad_sd,sensitivity_l2,ratio_prediction,method,l2_error,support
8505,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Non-private,0.061808259713776986,5
8505,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Zero estimator,0.9999999544965793,0
8505,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Thresholded Central-DP Lasso (ours),0.6669097887621265,10
8505,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Cai et al. DP-IHT,0.805133782549021,10
8505,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Non-private,0.09871871687059437,8
8505,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Zero estimator,1.0000000256256774,0
8505,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Thresholded Central-DP Lasso (ours),0.7007873759481782,20
8505,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Cai et al. DP-IHT,1.263669605957268,20
8505,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Non-private,0.1084523411732235,8
8505,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Zero estimator,1.0000000131924012,0
8505,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Thresholded Central-DP Lasso (ours),0.8317305808025316,40
8505,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Cai et al. DP-IHT,1.3671126711551036,40
8505,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Non-private,0.11489796576932121,8
8505,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Zero estimator,0.9999999938090877,0
8505,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.3368879277953907,5
8505,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Cai et al. DP-IHT,0.5410762642841624,5
8505,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Non-private,0.042533120420869326,5
8505,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8505,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.4261454069695192,10
8505,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Cai et al. DP-IHT,0.4133497201137975,10
8505,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Non-private,0.073231474589082,10
8505,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8505,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.52223910943172,20
8505,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Cai et al. DP-IHT,0.7520615174969075,20
8505,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Non-private,0.09140172575217109,10
8505,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Zero estimator,1.0000000131924012,0
8505,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.5250852043874173,40
8505,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Cai et al. DP-IHT,1.0316304106151084,40
8505,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Non-private,0.08948892955878414,11
8505,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
8505,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.19575763735608714,5
8505,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Cai et al. DP-IHT,0.14195798696645082,5
8505,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Non-private,0.029972125620594307,5
8505,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8505,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.18572382213536387,10
8505,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Cai et al. DP-IHT,0.43451301279203824,10
8505,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Non-private,0.048808722166031666,10
8505,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8505,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.2592941821179732,20
8505,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Cai et al. DP-IHT,0.7643032478918639,20
8505,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Non-private,0.06844284441698223,12
8505,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Zero estimator,1.0000000131924014,0
8505,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.26042144859486605,40
8505,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Cai et al. DP-IHT,0.8006011260607211,40
8505,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Non-private,0.07260437029209603,13
8505,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
8506,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Thresholded Central-DP Lasso (ours),0.5452429117971869,5
8506,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Cai et al. DP-IHT,0.6092844101210309,5
8506,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Non-private,0.06302289661836852,5
8506,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Zero estimator,0.9999999544965793,0
8506,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Thresholded Central-DP Lasso (ours),0.7714050543618258,10
8506,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Cai et al. DP-IHT,0.7605433686168367,10
8506,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Non-private,0.09412079372696985,8
8506,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Zero estimator,1.0000000256256774,0
8506,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Thresholded Central-DP Lasso (ours),0.7863936989232574,20
8506,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Cai et al. DP-IHT,0.8198185493628941,20
8506,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Non-private,0.11257990361036317,8
8506,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Zero estimator,1.0000000131924012,0
8506,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Thresholded Central-DP Lasso (ours),0.7951732711065164,40
8506,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Cai et al. DP-IHT,1.310067412525242,40
8506,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Non-private,0.11247260084801093,8
8506,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Zero estimator,1.0000000728062661,0
8506,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.3297419913393046,5
8506,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Cai et al. DP-IHT,0.3377211497291116,5
8506,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Non-private,0.045428806694581166,5
8506,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8506,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.43362653242848104,10
8506,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Cai et al. DP-IHT,0.33642987680071035,10
8506,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Non-private,0.07090371822191933,10
8506,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8506,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.4082059383096933,20
8506,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Cai et al. DP-IHT,0.9637449127977706,20
8506,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Non-private,0.0850885165203598,11
8506,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Zero estimator,1.0000000131924012,0
8506,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.5439990459740632,40
8506,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Cai et al. DP-IHT,1.2073286644664014,40
8506,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Non-private,0.09320002923340343,10
8506,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Zero estimator,1.0000000728062661,0
8506,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.14207426847969803,5
8506,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Cai et al. DP-IHT,0.36559305979535817,5
8506,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Non-private,0.02872319922667565,5
8506,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8506,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.18619970617846138,10
8506,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Cai et al. DP-IHT,0.3996365144915443,10
8506,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Non-private,0.04689904695327642,10
8506,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8506,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.2844076421862285,20
8506,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Cai et al. DP-IHT,0.7074124237325953,20
8506,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Non-private,0.06900256200291177,13
8506,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Zero estimator,1.0000000131924012,0
8506,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.25499462492482744,40
8506,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Cai et al. DP-IHT,1.1116180004126344,40
8506,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Non-private,0.07328937924289361,13
8506,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
8507,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Thresholded Central-DP Lasso (ours),0.49607231799070506,5
8507,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Cai et al. DP-IHT,0.7602994331375619,5
8507,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Non-private,0.05766672398746453,5
8507,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Zero estimator,0.9999999544965793,0
8507,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Thresholded Central-DP Lasso (ours),0.7577602807652867,10
8507,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Cai et al. DP-IHT,0.6282003264459991,10
8507,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Non-private,0.09168495931223376,9
8507,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Zero estimator,1.0000000256256774,0
8507,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Thresholded Central-DP Lasso (ours),0.742274059130766,20
8507,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Cai et al. DP-IHT,1.285712548859874,20
8507,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Non-private,0.1125833579743589,8
8507,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Zero estimator,1.0000000131924012,0
8507,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Thresholded Central-DP Lasso (ours),0.7486311882821689,40
8507,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Cai et al. DP-IHT,1.4047295627529017,40
8507,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Non-private,0.11373341083414998,8
8507,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Zero estimator,0.9999999938090877,0
8507,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.2332122649128137,5
8507,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Cai et al. DP-IHT,0.24665080554851215,5
8507,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Non-private,0.04089736504407142,5
8507,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8507,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.47738111061268046,10
8507,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Cai et al. DP-IHT,0.6501669266175648,10
8507,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Non-private,0.06759626351750425,10
8507,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8507,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.6056040526018287,20
8507,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Cai et al. DP-IHT,1.171864712358897,20
8507,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Non-private,0.0912379761043699,10
8507,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Zero estimator,1.0000000131924014,0
8507,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.6062846604460996,40
8507,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Cai et al. DP-IHT,1.2215517083040441,40
8507,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Non-private,0.09001014886801806,11
8507,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
8507,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.12294097559257401,5
8507,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Cai et al. DP-IHT,0.25578450753344073,5
8507,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Non-private,0.028235805191172515,5
8507,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8507,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.20245036473191977,10
8507,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Cai et al. DP-IHT,0.39666341014727335,10
8507,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Non-private,0.048641652046664145,10
8507,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8507,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.21445873314136166,20
8507,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Cai et al. DP-IHT,0.733356529431232,20
8507,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Non-private,0.06828119048624777,14
8507,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Zero estimator,1.0000000131924012,0
8507,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.22261726188596426,40
8507,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Cai et al. DP-IHT,0.8929146186149187,40
8507,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Non-private,0.07277290347669554,12
8507,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
8508,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Thresholded Central-DP Lasso (ours),0.812133830209705,5
8508,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Cai et al. DP-IHT,0.8089263831125006,5
8508,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Non-private,0.0621019259136841,5
8508,100000,100,5,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,0.5,Zero estimator,0.9999999544965793,0
8508,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Thresholded Central-DP Lasso (ours),0.7489401023452925,10
8508,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Cai et al. DP-IHT,0.924733357762964,10
8508,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Non-private,0.10118001330524361,8
8508,100000,100,10,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,1.0,Zero estimator,1.0000000256256774,0
8508,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Thresholded Central-DP Lasso (ours),0.7582323344644,20
8508,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Cai et al. DP-IHT,1.2735903629632814,20
8508,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Non-private,0.10968080544171364,8
8508,100000,100,20,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,2.0,Zero estimator,1.0000000131924012,0
8508,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Thresholded Central-DP Lasso (ours),0.7924570723950847,40
8508,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Cai et al. DP-IHT,1.2787277960933985,40
8508,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Non-private,0.11628238073786712,8
8508,100000,100,40,0.95,3.162277660168376e-05,0.0266277613813966,0.00018399999999999997,4.0,Zero estimator,1.0000000728062661,0
8508,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.2817333749946951,5
8508,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Cai et al. DP-IHT,0.4651968740585005,5
8508,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Non-private,0.04642415057850377,5
8508,200000,100,5,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8508,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.37279878551724943,10
8508,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Cai et al. DP-IHT,0.5690588943024749,10
8508,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Non-private,0.07026341914725223,10
8508,200000,100,10,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8508,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.4873326350512932,20
8508,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Cai et al. DP-IHT,1.0046037973572821,20
8508,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Non-private,0.09034053343324243,10
8508,200000,100,20,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,2.0,Zero estimator,1.0000000131924012,0
8508,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.4818796265146228,40
8508,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Cai et al. DP-IHT,1.1249597975555146,40
8508,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Non-private,0.09247851119226154,10
8508,200000,100,40,0.95,1.4752546926684579e-05,0.014152786679307191,9.199999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
8508,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Thresholded Central-DP Lasso (ours),0.12056662413230532,5
8508,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Cai et al. DP-IHT,0.2882989599901492,5
8508,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Non-private,0.03153022210751313,5
8508,400000,100,5,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,0.5,Zero estimator,0.9999999544965793,0
8508,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Thresholded Central-DP Lasso (ours),0.2316449732462596,10
8508,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Cai et al. DP-IHT,0.6805658321801866,10
8508,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Non-private,0.05047467056464508,10
8508,400000,100,10,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,1.0,Zero estimator,1.0000000256256774,0
8508,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Thresholded Central-DP Lasso (ours),0.27248225462004566,20
8508,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Cai et al. DP-IHT,0.6536146709140755,20
8508,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Non-private,0.06994427668262848,13
8508,400000,100,20,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,2.0,Zero estimator,1.0000000131924012,0
8508,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Thresholded Central-DP Lasso (ours),0.29181020730861174,40
8508,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Cai et al. DP-IHT,0.9623840578016076,40
8508,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Non-private,0.07423299521032545,12
8508,400000,100,40,0.95,6.8823064958958226e-06,0.0074956497900820354,4.599999999999999e-05,4.0,Zero estimator,0.9999999938090877,0
