seed,n,p,K,m,smoothness,test_size,epsilon,method,multiplier,tau,keep,radius,nmse,support
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,1.0038247418903747,10
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0545056966522928,10
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0874490515530209,10
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.91764335664006,25
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9565815553932006,25
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9537720295262009,25
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.9991993712067058,25
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,0.9853000652075128,25
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.0718893281561235,25
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9441438739775362,50
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9756136791269546,50
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9454737599930493,50
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,1.1057880667882745,50
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.056531389700375,50
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.1284116295928834,50
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.9588705963029317,100
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9529690188908544,100
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9724971307690035,100
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,1.0615937170359424,100
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0818351247161178,100
7706,400000,105,13,30769,0.3429292435329403,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.1046664494389804,100
7706,800000,105,14,57142,0.3429425463551736,20000,,Non-private proximal,,,,,0.8584941708840582,42
7706,800000,105,14,57142,0.3429425463551736,20000,,Constant predictor,,,,,1.0845154407413804,0
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.8996000363688866,71
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.92245221809063,10
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9798530316616254,10
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9508172886732195,10
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9432268705905209,10
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0213938593051153,10
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0158260483047679,10
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.9069954565890167,25
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9760487732443099,25
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9487213431492181,25
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.9499196382319925,25
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.041181085984613,25
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.0598508452414743,25
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9108309631948094,50
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.956873832168932,50
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9100023668465402,50
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,0.9722992127193907,50
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.033952730020754,50
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0612021461653958,50
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.9055610304034586,100
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.952589168135979,100
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.945506784878017,100
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,0.9806949531959456,100
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.065006350080479,100
7706,800000,105,14,57142,0.3429425463551736,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.0617347763973386,100
7706,1600000,105,15,106666,0.34300996093772035,20000,,Non-private proximal,,,,,0.8558142395735018,52
7706,1600000,105,15,106666,0.34300996093772035,20000,,Constant predictor,,,,,1.0845015743595448,0
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.8911085943059828,69
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9091347394505742,10
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9744741379585704,10
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9259753994686786,10
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9378100865881023,10
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0355467216387695,10
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0926296314811195,10
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.8891753507123559,25
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.958987006198703,25
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.941795418152451,25
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.928053442756154,25
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.0331522938144808,25
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.0393383154017373,25
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.8899852218189228,50
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9306134310935456,50
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.923918045970066,50
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,0.9420259676075546,50
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,0.9570975455954742,50
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0407309551878223,50
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.8797056812648547,100
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9440583417284084,100
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9177452234291672,100
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,1.0455185906134252,100
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0824022686241122,100
7706,1600000,105,15,106666,0.34300996093772035,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.1319128676272663,100
7707,200000,105,13,15384,0.34295922716626526,20000,,Non-private proximal,,,,,0.8713065488732261,25
7707,200000,105,13,15384,0.34295922716626526,20000,,Constant predictor,,,,,1.072560368846921,0
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.9622459722155867,63
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,1.0028547204580553,10
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,1.0239665854760664,10
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9772799731174543,10
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,1.0055269787396897,10
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0631253472603475,10
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0695727085917535,10
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.9320565910312546,25
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,1.0150156914326256,25
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9725237275427855,25
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,1.0266085913566223,25
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.0440591238217225,25
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.1337564339931363,25
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9904778541433257,50
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9507090182668466,50
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9742624417035045,50
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,1.0081859656913013,50
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.05430504372622,50
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.125217489637762,50
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.9633803459017704,100
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9967285628844953,100
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9564607788846147,100
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,1.005118960257142,100
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.01786361073784,100
7707,200000,105,13,15384,0.34295922716626526,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.039135053411703,100
7707,400000,105,13,30769,0.3429696743909546,20000,,Non-private proximal,,,,,0.8628535058207817,36
7707,400000,105,13,30769,0.3429696743909546,20000,,Constant predictor,,,,,1.0725603530866363,0
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.9335956163756995,67
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9784622537044736,10
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,1.0189469404065106,10
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9852750802256874,10
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,1.038633303238013,10
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.069795122803772,10
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.018081752147264,10
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.932480928592415,25
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9876481594800693,25
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9588125972655013,25
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,1.0113724359476004,25
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.0792530016235033,25
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.0220386431418025,25
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9400520105839721,50
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9703578707972617,50
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.949493195918563,50
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,0.989180921453115,50
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.038367376226162,50
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0475622222892242,50
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.9457625675527949,100
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9438661827048611,100
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9844945946955425,100
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,0.9999980380224434,100
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0476833262443301,100
7707,400000,105,13,30769,0.3429696743909546,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.1274121203927208,100
7707,800000,105,14,57142,0.3429292146378118,20000,,Non-private proximal,,,,,0.8579113611707581,42
7707,800000,105,14,57142,0.3429292146378118,20000,,Constant predictor,,,,,1.072560414747314,0
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.8994283280583856,68
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9081666897806391,10
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9758658309667574,10
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9524614119921618,10
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9747046137130277,10
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0191241696662579,10
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.085212814129053,10
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.910685519799342,25
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9445763945024079,25
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9233856053360187,25
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.9814250277198884,25
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,0.9664666237968523,25
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.076117630310075,25
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.9256951291627643,50
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9569058108242875,50
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9391770720360391,50
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,1.0199072816473593,50
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.0364482881536552,50
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.10056671031903,50
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.9026072994856131,100
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9501726455396917,100
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9177740113817953,100
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,0.9796401937914562,100
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.081160369052592,100
7707,800000,105,14,57142,0.3429292146378118,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.171029587040529,100
7707,1600000,105,15,106666,0.3430448421659704,20000,,Non-private proximal,,,,,0.8552374318405553,52
7707,1600000,105,15,106666,0.3430448421659704,20000,,Constant predictor,,,,,1.0725571476165343,0
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.8812317376340202,73
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9043259876783342,10
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9681035293978374,10
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9483421539510043,10
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9302329959953084,10
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,0.9819942872279955,10
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0010960520209748,10
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.8898525371393774,25
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9478548581785324,25
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9291011584128869,25
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,0.9471196009782107,25
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.023277660398895,25
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.0332040924193704,25
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,50.0,2.0,0.8801621214779021,50
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.03,50.0,0.37261971833664037,0.9557454773532337,50
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.07,50.0,1.0723252838988133,0.9249179758082929,50
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.15,50.0,3.167322498840251,0.9443572511476978,50
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.3,50.0,9.595204765573126,1.0272586375351687,50
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.6,50.0,32.23264860271674,1.0395479876889584,50
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,100.0,2.0,0.8822172464990948,100
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.03,100.0,0.3996310798724243,0.9393399916014462,100
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.07,100.0,1.2193871411491926,0.9111674809252921,100
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.15,100.0,3.842606537234849,0.9830032104856895,100
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.3,100.0,12.296340919151517,1.0138106879591877,100
7707,1600000,105,15,106666,0.3430448421659704,20000,1.0,Zhu et al. LDP-IHT,,0.6,100.0,43.03719321703031,1.0398974609104379,100
7708,200000,105,13,15384,0.3429930016829918,20000,,Non-private proximal,,,,,0.8620706865047121,24
7708,200000,105,13,15384,0.3429930016829918,20000,,Constant predictor,,,,,1.074299886383516,0
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Full-Record LDP Lasso (ours),0.05,,,2.0,0.9639741764445902,63
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,10.0,2.0,0.9845351428442838,10
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.03,10.0,0.33657185612162327,0.9910336278042976,10
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.07,10.0,0.8760647007281646,0.9617671455761847,10
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.15,10.0,2.2661259434648238,0.9903664424444013,10
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.3,10.0,5.9904185440714155,1.0415109021809075,10
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.6,10.0,17.813503716709906,1.0792211659721385,10
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,"Zhu et al. LDP-IHT, matched radius",,,25.0,2.0,0.9852395876691019,25
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.03,25.0,0.3535198014256061,0.9537903640918343,25
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.07,25.0,0.9683368473831823,0.9500313006883211,25
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.15,25.0,2.689824576064394,1.0353211510087628,25
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.3,25.0,7.685213074469698,1.0000844045167947,25
7708,200000,105,13,15384,0.3429930016829918,20000,1.0,Zhu et al. LDP-IHT,,0.6,25.0,24.592681838303033,1.042203280107144,25
