seed,n,p,s_star,epsilon,delta,setting,noise_scale,coef,smoothness,sigma,label_bound,clip_rate,published_sigma,method,multiplier,l2_error,support
6301,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.660437107086182,9.32103373539826,1.615,0.24825,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.7568362355232239,5
6301,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.660437107086182,9.32103373539826,1.615,0.24825,26.868993364057204,Zero estimator,,0.9999999403953552,0
6301,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.660437107086182,9.32103373539826,1.615,0.24825,26.868993364057204,Label-LDP Lasso (ours),0.75,0.7066466212272644,15
6301,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.642435073852539,9.32103373539826,1.615,0.264125,26.868993364057204,Non-private,,0.07524221390485764,15
6301,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.642435073852539,9.32103373539826,1.615,0.264125,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.9581273198127747,5
6301,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.642435073852539,9.32103373539826,1.615,0.264125,26.868993364057204,Zero estimator,,0.9999999403953552,0
6301,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.642435073852539,9.32103373539826,1.615,0.264125,26.868993364057204,Label-LDP Lasso (ours),0.75,0.7985131740570068,17
6301,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.669116020202637,9.32103373539826,1.615,0.03325,26.868993364057204,Non-private,,0.08286800235509872,5
6301,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.669116020202637,9.32103373539826,1.615,0.03325,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.7840091586112976,5
6301,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.669116020202637,9.32103373539826,1.615,0.03325,26.868993364057204,Zero estimator,,0.9999999403953552,0
6301,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.669116020202637,9.32103373539826,1.615,0.03325,26.868993364057204,Label-LDP Lasso (ours),0.75,0.5727145671844482,10
6301,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648417949676514,10.01427957312695,1.615,0.2511875,28.150582245874634,Non-private,,0.06313516944646835,23
6301,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648417949676514,10.01427957312695,1.615,0.2511875,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7693236470222473,5
6301,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648417949676514,10.01427957312695,1.615,0.2511875,28.150582245874634,Zero estimator,,0.9999999403953552,0
6301,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.648417949676514,10.01427957312695,1.615,0.2511875,28.150582245874634,Label-LDP Lasso (ours),0.75,0.5934731960296631,22
6301,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.672153472900391,10.01427957312695,1.615,0.2635625,28.150582245874634,Non-private,,0.05773021653294563,25
6301,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.672153472900391,10.01427957312695,1.615,0.2635625,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7825154066085815,5
6301,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.672153472900391,10.01427957312695,1.615,0.2635625,28.150582245874634,Zero estimator,,0.9999999403953552,0
6301,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.672153472900391,10.01427957312695,1.615,0.2635625,28.150582245874634,Label-LDP Lasso (ours),0.75,0.5982351899147034,33
6301,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671691417694092,10.01427957312695,1.615,0.032625,28.150582245874634,Non-private,,0.059927839785814285,5
6301,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671691417694092,10.01427957312695,1.615,0.032625,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.563889741897583,5
6301,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671691417694092,10.01427957312695,1.615,0.032625,28.150582245874634,Zero estimator,,0.9999999403953552,0
6301,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.671691417694092,10.01427957312695,1.615,0.032625,28.150582245874634,Label-LDP Lasso (ours),0.75,0.4650689363479614,19
6302,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.628422260284424,7.842271706420105,1.615,0.2595,24.102237481813713,Non-private,,0.14348052442073822,14
6302,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.628422260284424,7.842271706420105,1.615,0.2595,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.0460525751113892,5
6302,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.628422260284424,7.842271706420105,1.615,0.2595,24.102237481813713,Zero estimator,,0.9999999403953552,0
6302,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.628422260284424,7.842271706420105,1.615,0.2595,24.102237481813713,Label-LDP Lasso (ours),0.75,0.8419175744056702,14
6302,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.662622928619385,7.842271706420105,1.615,0.2695,24.102237481813713,Non-private,,0.12510253489017487,12
6302,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.662622928619385,7.842271706420105,1.615,0.2695,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.0383936166763306,5
6302,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.662622928619385,7.842271706420105,1.615,0.2695,24.102237481813713,Zero estimator,,0.9999999403953552,0
6302,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.662622928619385,7.842271706420105,1.615,0.2695,24.102237481813713,Label-LDP Lasso (ours),0.75,0.9180877208709717,10
6302,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.68968391418457,7.842271706420105,1.615,0.031,24.102237481813713,Non-private,,0.15630696713924408,5
6302,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.68968391418457,7.842271706420105,1.615,0.031,24.102237481813713,Wang-Xu Label-LDP-IHT,,0.9846288561820984,5
6302,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.68968391418457,7.842271706420105,1.615,0.031,24.102237481813713,Zero estimator,,0.9999999403953552,0
6302,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.68968391418457,7.842271706420105,1.615,0.031,24.102237481813713,Label-LDP Lasso (ours),0.75,0.7550420761108398,7
6302,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.721904754638672,8.597906550714795,1.615,0.25525,25.52313319351188,Non-private,,0.12114128470420837,17
6302,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.721904754638672,8.597906550714795,1.615,0.25525,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.9219451546669006,5
6302,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.721904754638672,8.597906550714795,1.615,0.25525,25.52313319351188,Zero estimator,,0.9999999403953552,0
6302,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.721904754638672,8.597906550714795,1.615,0.25525,25.52313319351188,Label-LDP Lasso (ours),0.75,0.6721673011779785,15
6302,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.624288082122803,8.597906550714795,1.615,0.26675,25.52313319351188,Non-private,,0.12903088331222534,16
6302,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.624288082122803,8.597906550714795,1.615,0.26675,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.7321171164512634,5
6302,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.624288082122803,8.597906550714795,1.615,0.26675,25.52313319351188,Zero estimator,,0.9999999403953552,0
6302,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.624288082122803,8.597906550714795,1.615,0.26675,25.52313319351188,Label-LDP Lasso (ours),0.75,0.6036315560340881,18
6302,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.681435585021973,8.597906550714795,1.615,0.03025,25.52313319351188,Non-private,,0.11371376365423203,5
6302,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.681435585021973,8.597906550714795,1.615,0.03025,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.8116948008537292,5
6302,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.681435585021973,8.597906550714795,1.615,0.03025,25.52313319351188,Zero estimator,,0.9999999403953552,0
6302,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.681435585021973,8.597906550714795,1.615,0.03025,25.52313319351188,Label-LDP Lasso (ours),0.75,0.5320423245429993,11
6302,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.640056610107422,9.32103373539826,1.615,0.255625,26.868993364057204,Non-private,,0.07033856958150864,16
6302,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.640056610107422,9.32103373539826,1.615,0.255625,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.7796748280525208,5
6302,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.640056610107422,9.32103373539826,1.615,0.255625,26.868993364057204,Zero estimator,,0.9999999403953552,0
6302,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.640056610107422,9.32103373539826,1.615,0.255625,26.868993364057204,Label-LDP Lasso (ours),0.75,0.5524438619613647,10
6302,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.639207363128662,9.32103373539826,1.615,0.263,26.868993364057204,Non-private,,0.09118828922510147,22
6302,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.639207363128662,9.32103373539826,1.615,0.263,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.8249824643135071,5
6302,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.639207363128662,9.32103373539826,1.615,0.263,26.868993364057204,Zero estimator,,0.9999999403953552,0
6302,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.639207363128662,9.32103373539826,1.615,0.263,26.868993364057204,Label-LDP Lasso (ours),0.75,0.5856134295463562,13
6302,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6473870277404785,9.32103373539826,1.615,0.032625,26.868993364057204,Non-private,,0.08201173692941666,5
6302,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6473870277404785,9.32103373539826,1.615,0.032625,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.8035585880279541,5
6302,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6473870277404785,9.32103373539826,1.615,0.032625,26.868993364057204,Zero estimator,,0.9999999403953552,0
6302,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.6473870277404785,9.32103373539826,1.615,0.032625,26.868993364057204,Label-LDP Lasso (ours),0.75,0.553305447101593,24
6302,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.656425476074219,10.01427957312695,1.615,0.2566875,28.150582245874634,Non-private,,0.05112398788332939,26
6302,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.656425476074219,10.01427957312695,1.615,0.2566875,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.781725287437439,5
6302,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.656425476074219,10.01427957312695,1.615,0.2566875,28.150582245874634,Zero estimator,,0.9999999403953552,0
6302,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.656425476074219,10.01427957312695,1.615,0.2566875,28.150582245874634,Label-LDP Lasso (ours),0.75,0.6396044492721558,20
6302,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.665864944458008,10.01427957312695,1.615,0.268625,28.150582245874634,Non-private,,0.0651044175028801,23
6302,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.665864944458008,10.01427957312695,1.615,0.268625,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.772509753704071,5
6302,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.665864944458008,10.01427957312695,1.615,0.268625,28.150582245874634,Zero estimator,,0.9999999403953552,0
6302,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.665864944458008,10.01427957312695,1.615,0.268625,28.150582245874634,Label-LDP Lasso (ours),0.75,0.5775906443595886,26
6302,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.639527320861816,10.01427957312695,1.615,0.0301875,28.150582245874634,Non-private,,0.06067868694663048,5
6302,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.639527320861816,10.01427957312695,1.615,0.0301875,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.6747657656669617,5
6302,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.639527320861816,10.01427957312695,1.615,0.0301875,28.150582245874634,Zero estimator,,0.9999999403953552,0
6302,16000,32000,5,0.95,0.00023739306029136662,rademacher,0.05,decay,5.639527320861816,10.01427957312695,1.615,0.0301875,28.150582245874634,Label-LDP Lasso (ours),0.75,0.4708907902240753,16
6303,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.660245895385742,7.842271706420105,1.615,0.2615,24.102237481813713,Non-private,,0.15650030970573425,15
6303,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.660245895385742,7.842271706420105,1.615,0.2615,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.0082006454467773,5
6303,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.660245895385742,7.842271706420105,1.615,0.2615,24.102237481813713,Zero estimator,,0.9999999403953552,0
6303,2000,4000,5,0.95,0.0023381211195565516,gaussian,1.0,decay,5.660245895385742,7.842271706420105,1.615,0.2615,24.102237481813713,Label-LDP Lasso (ours),0.75,0.8099747896194458,7
6303,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.615730285644531,7.842271706420105,1.615,0.265,24.102237481813713,Non-private,,0.16092807054519653,14
6303,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.615730285644531,7.842271706420105,1.615,0.265,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.0676062107086182,5
6303,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.615730285644531,7.842271706420105,1.615,0.265,24.102237481813713,Zero estimator,,0.9999999403953552,0
6303,2000,4000,5,0.95,0.0023381211195565516,bounded_uniform,1.0,decay,5.615730285644531,7.842271706420105,1.615,0.265,24.102237481813713,Label-LDP Lasso (ours),0.75,0.8915557265281677,14
6303,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.620560169219971,7.842271706420105,1.615,0.029,24.102237481813713,Non-private,,0.15527795255184174,5
6303,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.620560169219971,7.842271706420105,1.615,0.029,24.102237481813713,Wang-Xu Label-LDP-IHT,,1.032985806465149,5
6303,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.620560169219971,7.842271706420105,1.615,0.029,24.102237481813713,Zero estimator,,0.9999999403953552,0
6303,2000,4000,5,0.95,0.0023381211195565516,rademacher,0.05,decay,5.620560169219971,7.842271706420105,1.615,0.029,24.102237481813713,Label-LDP Lasso (ours),0.75,0.8597517609596252,13
6303,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.639613628387451,8.597906550714795,1.615,0.258,25.52313319351188,Non-private,,0.09512080997228622,17
6303,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.639613628387451,8.597906550714795,1.615,0.258,25.52313319351188,Wang-Xu Label-LDP-IHT,,1.0021430253982544,5
6303,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.639613628387451,8.597906550714795,1.615,0.258,25.52313319351188,Zero estimator,,0.9999999403953552,0
6303,4000,8000,5,0.95,0.0010907720713776194,gaussian,1.0,decay,5.639613628387451,8.597906550714795,1.615,0.258,25.52313319351188,Label-LDP Lasso (ours),0.75,0.8731191754341125,18
6303,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.664086818695068,8.597906550714795,1.615,0.2585,25.52313319351188,Non-private,,0.11226080358028412,17
6303,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.664086818695068,8.597906550714795,1.615,0.2585,25.52313319351188,Wang-Xu Label-LDP-IHT,,1.4142134189605713,5
6303,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.664086818695068,8.597906550714795,1.615,0.2585,25.52313319351188,Zero estimator,,0.9999999403953552,0
6303,4000,8000,5,0.95,0.0010907720713776194,bounded_uniform,1.0,decay,5.664086818695068,8.597906550714795,1.615,0.2585,25.52313319351188,Label-LDP Lasso (ours),0.75,1.002421259880066,13
6303,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.677311897277832,8.597906550714795,1.615,0.0315,25.52313319351188,Non-private,,0.11404222995042801,5
6303,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.677311897277832,8.597906550714795,1.615,0.0315,25.52313319351188,Wang-Xu Label-LDP-IHT,,0.9464812278747559,5
6303,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.677311897277832,8.597906550714795,1.615,0.0315,25.52313319351188,Zero estimator,,0.9999999403953552,0
6303,4000,8000,5,0.95,0.0010907720713776194,rademacher,0.05,decay,5.677311897277832,8.597906550714795,1.615,0.0315,25.52313319351188,Label-LDP Lasso (ours),0.75,0.7488172650337219,13
6303,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.662927150726318,9.32103373539826,1.615,0.246,26.868993364057204,Non-private,,0.09961140900850296,15
6303,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.662927150726318,9.32103373539826,1.615,0.246,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.977400541305542,5
6303,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.662927150726318,9.32103373539826,1.615,0.246,26.868993364057204,Zero estimator,,0.9999999403953552,0
6303,8000,16000,5,0.95,0.0005088631644211301,gaussian,1.0,decay,5.662927150726318,9.32103373539826,1.615,0.246,26.868993364057204,Label-LDP Lasso (ours),0.75,0.905910074710846,22
6303,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.622389793395996,9.32103373539826,1.615,0.26425,26.868993364057204,Non-private,,0.0872701108455658,23
6303,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.622389793395996,9.32103373539826,1.615,0.26425,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.9219335317611694,5
6303,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.622389793395996,9.32103373539826,1.615,0.26425,26.868993364057204,Zero estimator,,0.9999999403953552,0
6303,8000,16000,5,0.95,0.0005088631644211301,bounded_uniform,1.0,decay,5.622389793395996,9.32103373539826,1.615,0.26425,26.868993364057204,Label-LDP Lasso (ours),0.75,0.7371101379394531,22
6303,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.662674427032471,9.32103373539826,1.615,0.033,26.868993364057204,Non-private,,0.0820734053850174,5
6303,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.662674427032471,9.32103373539826,1.615,0.033,26.868993364057204,Wang-Xu Label-LDP-IHT,,0.7086141705513,5
6303,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.662674427032471,9.32103373539826,1.615,0.033,26.868993364057204,Zero estimator,,0.9999999403953552,0
6303,8000,16000,5,0.95,0.0005088631644211301,rademacher,0.05,decay,5.662674427032471,9.32103373539826,1.615,0.033,26.868993364057204,Label-LDP Lasso (ours),0.75,0.4424308240413666,13
6303,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6611738204956055,10.01427957312695,1.615,0.2564375,28.150582245874634,Non-private,,0.072690948843956,24
6303,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6611738204956055,10.01427957312695,1.615,0.2564375,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.6776113510131836,5
6303,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6611738204956055,10.01427957312695,1.615,0.2564375,28.150582245874634,Zero estimator,,0.9999999403953552,0
6303,16000,32000,5,0.95,0.00023739306029136662,gaussian,1.0,decay,5.6611738204956055,10.01427957312695,1.615,0.2564375,28.150582245874634,Label-LDP Lasso (ours),0.75,0.635482668876648,18
6303,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.679137706756592,10.01427957312695,1.615,0.2655,28.150582245874634,Non-private,,0.05388600751757622,20
6303,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.679137706756592,10.01427957312695,1.615,0.2655,28.150582245874634,Wang-Xu Label-LDP-IHT,,0.7549245357513428,5
6303,16000,32000,5,0.95,0.00023739306029136662,bounded_uniform,1.0,decay,5.679137706756592,10.01427957312695,1.615,0.2655,28.150582245874634,Zero estimator,,0.9999999403953552,0
