seed,n,p,s_star,epsilon,K,m,method,c_clip,c_lam,c_trunc,keep,radius,lam,clipped_scores,peak_norm,l2_error,support
5306,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.835904274164952,,0,,0.5508032298362256,16
5306,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,4.0,0.1,32.0,10.432494533218094,,0,,0.817545257423987,32
5306,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,8.0,0.1,64.0,14.104627693496914,,0,,1.1485665251457795,64
5306,6400000,100,8,1.0,16,400000,Non-private proximal,,,,,,,0,,0.011893302964628625,8
5306,6400000,100,8,1.0,16,400000,Zero estimator,,,,,,,0,,1.0,0
5307,800000,100,4,1.0,14,57142,Full-Record LDP Lasso (ours),0.03,0.03,,,4.113651759146752,0.0563369149106939,415287,0.8542699842978592,0.1949934667756837,18
5307,800000,100,4,1.0,14,57142,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.20373865377643,,0,,1.1069975130960126,8
5307,800000,100,4,1.0,14,57142,Zhu et al. LDP-IHT,,4.0,0.1,16.0,6.796183503325033,,0,,1.3579516373446563,16
5307,800000,100,4,1.0,14,57142,Zhu et al. LDP-IHT,,8.0,0.1,32.0,9.048240606887852,,0,,1.239483159707848,32
5307,800000,100,4,1.0,14,57142,Non-private proximal,,,,,,,0,,0.027767600692293275,4
5307,800000,100,4,1.0,14,57142,Zero estimator,,,,,,,0,,1.0,0
5307,800000,100,8,1.0,14,57142,Full-Record LDP Lasso (ours),0.03,0.03,,,4.113651759146752,0.0563369149106939,440817,0.8155259878196579,0.284087429783567,29
5307,800000,100,8,1.0,14,57142,Zhu et al. LDP-IHT,,2.0,0.1,16.0,6.796183503325033,,0,,1.1251880947394373,16
5307,800000,100,8,1.0,14,57142,Zhu et al. LDP-IHT,,4.0,0.1,32.0,9.048240606887852,,0,,1.2949983376630818,32
5307,800000,100,8,1.0,14,57142,Zhu et al. LDP-IHT,,8.0,0.1,64.0,12.23313030598506,,0,,1.3675552515072997,64
5307,800000,100,8,1.0,14,57142,Non-private proximal,,,,,,,0,,0.03564432152848655,8
5307,800000,100,8,1.0,14,57142,Zero estimator,,,,,,,0,,1.0,0
5307,1600000,100,4,1.0,15,106666,Full-Record LDP Lasso (ours),0.03,0.03,,,4.211181097668679,0.04232842955185862,776668,0.8956787330699741,0.23337649372410454,27
5307,1600000,100,4,1.0,15,106666,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.469105000526133,,0,,0.7852921364077016,8
5307,1600000,100,4,1.0,15,106666,Zhu et al. LDP-IHT,,4.0,0.1,16.0,7.142757093605005,,0,,0.9462925570388444,16
5307,1600000,100,4,1.0,15,106666,Zhu et al. LDP-IHT,,8.0,0.1,32.0,9.509658582331264,,0,,1.037521426205305,32
5307,1600000,100,4,1.0,15,106666,Non-private proximal,,,,,,,0,,0.017929607214824134,4
5307,1600000,100,4,1.0,15,106666,Zero estimator,,,,,,,0,,1.0,0
5307,1600000,100,8,1.0,15,106666,Full-Record LDP Lasso (ours),0.03,0.03,,,4.211181097668679,0.04232842955185862,805148,0.8619879115487957,0.2106154496053338,29
5307,1600000,100,8,1.0,15,106666,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.142757093605005,,0,,0.9735911181277095,16
5307,1600000,100,8,1.0,15,106666,Zhu et al. LDP-IHT,,4.0,0.1,32.0,9.509658582331264,,0,,1.2192115852776582,32
5307,1600000,100,8,1.0,15,106666,Zhu et al. LDP-IHT,,8.0,0.1,64.0,12.85696276848901,,0,,1.4165189741730628,64
5307,1600000,100,8,1.0,15,106666,Non-private proximal,,,,,,,0,,0.02762273436661443,8
5307,1600000,100,8,1.0,15,106666,Zero estimator,,,,,,,0,,1.0,0
5307,3200000,100,4,1.0,15,213333,Full-Record LDP Lasso (ours),0.03,0.03,,,4.3074783263913385,0.030598186837474516,1460614,0.9236233864577776,0.14984009284939134,27
5307,3200000,100,4,1.0,15,213333,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.7344713472758375,,0,,0.5686444218519943,8
5307,3200000,100,4,1.0,15,213333,Zhu et al. LDP-IHT,,4.0,0.1,16.0,7.489330683884979,,0,,0.7422740034277965,16
5307,3200000,100,4,1.0,15,213333,Zhu et al. LDP-IHT,,8.0,0.1,32.0,9.97107655777468,,0,,1.006681145557327,32
5307,3200000,100,4,1.0,15,213333,Non-private proximal,,,,,,,0,,0.013295430636552634,4
5307,3200000,100,4,1.0,15,213333,Zero estimator,,,,,,,0,,1.0,0
5307,3200000,100,8,1.0,15,213333,Full-Record LDP Lasso (ours),0.03,0.03,,,4.3074783263913385,0.030598186837474516,1526858,0.9331752428411487,0.1566350579118676,27
5307,3200000,100,8,1.0,15,213333,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.489330683884979,,0,,0.7835020738337598,16
5307,3200000,100,8,1.0,15,213333,Zhu et al. LDP-IHT,,4.0,0.1,32.0,9.97107655777468,,0,,1.1563095593399457,32
5307,3200000,100,8,1.0,15,213333,Zhu et al. LDP-IHT,,8.0,0.1,64.0,13.480795230992964,,0,,1.166237251670827,64
5307,3200000,100,8,1.0,15,213333,Non-private proximal,,,,,,,0,,0.01922820419080542,8
5307,3200000,100,8,1.0,15,213333,Zero estimator,,,,,,,0,,1.0,0
5307,6400000,100,4,1.0,16,400000,Full-Record LDP Lasso (ours),0.03,0.03,,,4.402624294717711,0.02289922352959427,2777934,0.970343147179234,0.10148599022798489,23
5307,6400000,100,4,1.0,16,400000,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.999837694025542,,0,,0.40612125926381737,8
5307,6400000,100,4,1.0,16,400000,Zhu et al. LDP-IHT,,4.0,0.1,16.0,7.835904274164952,,0,,0.5415251139135917,16
5307,6400000,100,4,1.0,16,400000,Zhu et al. LDP-IHT,,8.0,0.1,32.0,10.432494533218094,,0,,0.7920230811908576,32
5307,6400000,100,4,1.0,16,400000,Non-private proximal,,,,,,,0,,0.008401502913284604,4
5307,6400000,100,4,1.0,16,400000,Zero estimator,,,,,,,0,,1.0,0
5307,6400000,100,8,1.0,16,400000,Full-Record LDP Lasso (ours),0.03,0.03,,,4.402624294717711,0.02289922352959427,2816742,0.9362432194518437,0.13379871076448804,27
5307,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.835904274164952,,0,,0.672552215465201,16
5307,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,4.0,0.1,32.0,10.432494533218094,,0,,0.8071973276977349,32
5307,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,8.0,0.1,64.0,14.104627693496914,,0,,1.147357799121342,64
5307,6400000,100,8,1.0,16,400000,Non-private proximal,,,,,,,0,,0.013361158389110872,8
5307,6400000,100,8,1.0,16,400000,Zero estimator,,,,,,,0,,1.0,0
5308,800000,100,4,1.0,14,57142,Full-Record LDP Lasso (ours),0.03,0.03,,,4.113651759146752,0.0563369149106939,411813,0.9483362255364597,0.2583823566480115,26
5308,800000,100,4,1.0,14,57142,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.20373865377643,,0,,0.6047018309152604,8
5308,800000,100,4,1.0,14,57142,Zhu et al. LDP-IHT,,4.0,0.1,16.0,6.796183503325033,,0,,1.3733967848310469,16
5308,800000,100,4,1.0,14,57142,Zhu et al. LDP-IHT,,8.0,0.1,32.0,9.048240606887852,,0,,1.4142135623730951,32
5308,800000,100,4,1.0,14,57142,Non-private proximal,,,,,,,0,,0.02764390459585715,4
5308,800000,100,4,1.0,14,57142,Zero estimator,,,,,,,0,,1.0,0
5308,800000,100,8,1.0,14,57142,Full-Record LDP Lasso (ours),0.03,0.03,,,4.113651759146752,0.0563369149106939,440699,0.8270331117545581,0.3375948096219209,26
5308,800000,100,8,1.0,14,57142,Zhu et al. LDP-IHT,,2.0,0.1,16.0,6.796183503325033,,0,,1.3504353384598986,16
5308,800000,100,8,1.0,14,57142,Zhu et al. LDP-IHT,,4.0,0.1,32.0,9.048240606887852,,0,,1.3407791893691081,32
5308,800000,100,8,1.0,14,57142,Zhu et al. LDP-IHT,,8.0,0.1,64.0,12.23313030598506,,0,,1.3252351657980634,64
5308,800000,100,8,1.0,14,57142,Non-private proximal,,,,,,,0,,0.03735496167717783,8
5308,800000,100,8,1.0,14,57142,Zero estimator,,,,,,,0,,0.9999999999999999,0
5308,1600000,100,4,1.0,15,106666,Full-Record LDP Lasso (ours),0.03,0.03,,,4.211181097668679,0.04232842955185862,766639,0.9242819782961983,0.19219822150042104,17
5308,1600000,100,4,1.0,15,106666,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.469105000526133,,0,,0.5764785108658738,8
5308,1600000,100,4,1.0,15,106666,Zhu et al. LDP-IHT,,4.0,0.1,16.0,7.142757093605005,,0,,0.9043044144453115,16
5308,1600000,100,4,1.0,15,106666,Zhu et al. LDP-IHT,,8.0,0.1,32.0,9.509658582331264,,0,,1.0933553544130035,32
5308,1600000,100,4,1.0,15,106666,Non-private proximal,,,,,,,0,,0.01810547688176564,4
5308,1600000,100,4,1.0,15,106666,Zero estimator,,,,,,,0,,1.0,0
5308,1600000,100,8,1.0,15,106666,Full-Record LDP Lasso (ours),0.03,0.03,,,4.211181097668679,0.04232842955185862,833031,0.8466837288221003,0.2874789232415872,26
5308,1600000,100,8,1.0,15,106666,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.142757093605005,,0,,1.0315561739198327,16
5308,1600000,100,8,1.0,15,106666,Zhu et al. LDP-IHT,,4.0,0.1,32.0,9.509658582331264,,0,,1.2102414288979755,32
5308,1600000,100,8,1.0,15,106666,Zhu et al. LDP-IHT,,8.0,0.1,64.0,12.85696276848901,,0,,1.323136105594965,64
5308,1600000,100,8,1.0,15,106666,Non-private proximal,,,,,,,0,,0.02819456325558536,8
5308,1600000,100,8,1.0,15,106666,Zero estimator,,,,,,,0,,0.9999999999999999,0
5308,3200000,100,4,1.0,15,213333,Full-Record LDP Lasso (ours),0.03,0.03,,,4.3074783263913385,0.030598186837474516,1461971,0.9730976184786264,0.13672697799346617,21
5308,3200000,100,4,1.0,15,213333,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.7344713472758375,,0,,0.42613860029213096,8
5308,3200000,100,4,1.0,15,213333,Zhu et al. LDP-IHT,,4.0,0.1,16.0,7.489330683884979,,0,,0.6197068981950549,16
5308,3200000,100,4,1.0,15,213333,Zhu et al. LDP-IHT,,8.0,0.1,32.0,9.97107655777468,,0,,0.922824596613554,32
5308,3200000,100,4,1.0,15,213333,Non-private proximal,,,,,,,0,,0.014277820995878272,4
5308,3200000,100,4,1.0,15,213333,Zero estimator,,,,,,,0,,1.0,0
5308,3200000,100,8,1.0,15,213333,Full-Record LDP Lasso (ours),0.03,0.03,,,4.3074783263913385,0.030598186837474516,1494735,0.9130983696151656,0.17196773120781803,26
5308,3200000,100,8,1.0,15,213333,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.489330683884979,,0,,0.7217240657444787,16
5308,3200000,100,8,1.0,15,213333,Zhu et al. LDP-IHT,,4.0,0.1,32.0,9.97107655777468,,0,,0.8381546358421784,32
5308,3200000,100,8,1.0,15,213333,Zhu et al. LDP-IHT,,8.0,0.1,64.0,13.480795230992964,,0,,1.0930924553075194,64
5308,3200000,100,8,1.0,15,213333,Non-private proximal,,,,,,,0,,0.02016636825672088,8
5308,3200000,100,8,1.0,15,213333,Zero estimator,,,,,,,0,,0.9999999999999999,0
5308,6400000,100,4,1.0,16,400000,Full-Record LDP Lasso (ours),0.03,0.03,,,4.402624294717711,0.02289922352959427,2777752,0.9711767595191397,0.10259497054188789,20
5308,6400000,100,4,1.0,16,400000,Zhu et al. LDP-IHT,,2.0,0.1,8.0,5.999837694025542,,0,,0.42893610136517285,8
5308,6400000,100,4,1.0,16,400000,Zhu et al. LDP-IHT,,4.0,0.1,16.0,7.835904274164952,,0,,0.5316763227574729,16
5308,6400000,100,4,1.0,16,400000,Zhu et al. LDP-IHT,,8.0,0.1,32.0,10.432494533218094,,0,,0.7705479850386108,32
5308,6400000,100,4,1.0,16,400000,Non-private proximal,,,,,,,0,,0.008414813119958725,4
5308,6400000,100,4,1.0,16,400000,Zero estimator,,,,,,,0,,1.0,0
5308,6400000,100,8,1.0,16,400000,Full-Record LDP Lasso (ours),0.03,0.03,,,4.402624294717711,0.02289922352959427,2844940,0.9382891342682582,0.1344949161026107,32
5308,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,2.0,0.1,16.0,7.835904274164952,,0,,0.5756376536428566,16
5308,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,4.0,0.1,32.0,10.432494533218094,,0,,0.8113867570368846,32
5308,6400000,100,8,1.0,16,400000,Zhu et al. LDP-IHT,,8.0,0.1,64.0,14.104627693496914,,0,,0.986811884502124,64
5308,6400000,100,8,1.0,16,400000,Non-private proximal,,,,,,,0,,0.012838470539308925,8
5308,6400000,100,8,1.0,16,400000,Zero estimator,,,,,,,0,,0.9999999999999999,0
